temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,cloud,population,date,year,month,day,dayofweek
39.83000000000004,39.83000000000004,39.83000000000004,1006,33,1006,1003,1.03,126,43,9147,2024-02-21,2024,2,21,2
39.78000000000003,39.78000000000003,39.78000000000003,1006,32,1006,999,1.33,173,46,74079,2024-02-21,2024,2,21,2
40.129999999999995,40.129999999999995,40.129999999999995,1006,30,1006,988,0.94,171,39,8046,2024-02-21,2024,2,21,2
37.670000000000016,37.670000000000016,37.670000000000016,1007,25,1007,951,0.2,292,83,5960,2024-02-21,2024,2,21,2
39.18000000000001,39.18000000000001,39.18000000000001,1006,29,1006,974,1.12,223,50,13007,2024-02-21,2024,2,21,2
38.150000000000034,38.150000000000034,38.150000000000034,1006,32,1006,976,1.7,223,44,13261,2024-02-21,2024,2,21,2
37.400000000000034,37.400000000000034,37.400000000000034,1007,27,1007,952,0.61,192,81,7869,2024-02-21,2024,2,21,2
37.700000000000045,37.700000000000045,37.700000000000045,1007,29,1007,965,1.1,186,84,9609,2024-02-21,2024,2,21,2
37.89000000000004,37.89000000000004,37.89000000000004,1007,27,1007,962,0.75,192,82,6010,2024-02-21,2024,2,21,2
39.56,39.56,39.56,1006,28,1006,973,0.37,64,47,11026,2024-02-21,2024,2,21,2
